Wall time          ,Step ,Value
1701668420.6777146 ,1909 ,66.9921875
1701668426.454342  ,1913 ,74.0234375
1701668429.5723836 ,1918 ,70.1171875
1701668446.9072227 ,1924 ,71.2890625
1701668447.6254475 ,1925 ,76.5625
1701668459.3479059 ,1936 ,73.4375
1701668473.7627175 ,1940 ,75.390625
1701668474.4719565 ,1941 ,67.578125
1701668477.5608494 ,1945 ,71.484375
1701668480.2497654 ,1947 ,70.3125
1701668488.287981  ,1956 ,73.6328125
1701668502.3919559 ,1960 ,75.78125
1701668503.5488563 ,1961 ,75.78125
1701668505.623737  ,1963 ,75.0
1701668506.6384447 ,1964 ,81.4453125
1701668508.0062966 ,1966 ,71.2890625
1701668519.290244  ,1977 ,70.1171875
1701668521.401252  ,1979 ,74.609375
1701668537.693204  ,1987 ,72.0703125
1701668538.789081  ,1988 ,72.0703125
1701668544.9041996 ,1991 ,80.078125
1701668597.5556772 ,2026 ,75.78125
1701668628.3500347 ,2047 ,79.296875
1701668638.0852582 ,2055 ,74.8046875
1701668660.896608  ,2067 ,77.34375
1701668664.4794185 ,2070 ,72.265625
1701668670.0552    ,2079 ,75.9765625
1701668690.5163956 ,2089 ,77.5390625
1701668697.4850285 ,2097 ,75.9765625
1701668711.4893398 ,2100 ,79.296875
1701668713.510445  ,2103 ,72.4609375
1701668718.0836194 ,2109 ,78.515625
1701668724.7809424 ,2114 ,78.90625
1701668725.4866312 ,2115 ,79.6875
1701668727.3619683 ,2119 ,80.46875
1701668740.3806496 ,2120 ,75.0
1701668746.752236  ,2127 ,74.21875
1701668756.0007288 ,2136 ,75.9765625
1701668758.9786644 ,2139 ,78.125
1701668787.1712532 ,2159 ,80.859375
1701668807.7536654 ,2169 ,83.3984375
1701668833.4794595 ,2187 ,81.640625
1701668842.3922365 ,2194 ,74.8046875
1701668859.6310928 ,2201 ,78.7109375
1701668867.9932952 ,2209 ,79.1015625
1701668869.3841577 ,2211 ,78.515625
1701668871.418248  ,2215 ,82.6171875
1701668888.886932  ,2221 ,80.6640625
1701668891.5106528 ,2225 ,79.1015625
1701668901.8119829 ,2236 ,79.6875
1701668903.6226366 ,2239 ,76.7578125
1701668920.1727657 ,2244 ,81.8359375
1701668932.8485615 ,2257 ,80.2734375
1701668977.0856829 ,2281 ,79.4921875
1701669006.996635  ,2300 ,80.859375
1701669010.1107283 ,2305 ,82.2265625
1701669010.5481324 ,2306 ,78.7109375
1701669020.7913544 ,2316 ,80.6640625
1701669023.3043108 ,2319 ,78.7109375
1701669040.250855  ,2324 ,80.6640625
1701669047.9687967 ,2332 ,78.90625
1701669069.7801578 ,2342 ,79.8828125
1701669080.1206775 ,2352 ,75.1953125
1701669084.8065367 ,2359 ,80.2734375
1701669109.627081  ,2373 ,75.390625
1701669134.3143864 ,2389 ,78.90625
1701669140.017412  ,2393 ,76.171875
1701669140.6088536 ,2394 ,78.90625
1701669141.9977515 ,2397 ,73.4375
1701669143.1381845 ,2398 ,75.0
1701669196.272607  ,2428 ,72.65625
1701669198.9498122 ,2431 ,80.078125
1701669201.4447298 ,2435 ,78.125
1701669201.9044867 ,2436 ,77.34375
1701669217.4978304 ,2441 ,80.46875
1701669229.646973  ,2454 ,80.46875
1701669249.53075   ,2462 ,77.5390625
1701669251.6553557 ,2465 ,76.171875
1701669282.0369282 ,2485 ,71.2890625
1701669286.8979573 ,2493 ,73.828125
1701669292.2085347 ,2498 ,70.8984375
1701669305.618052  ,2500 ,75.1953125
1701669307.7250178 ,2503 ,77.9296875
1701669308.7620504 ,2505 ,77.1484375
1701669309.4288404 ,2506 ,74.0234375
1701669320.8050988 ,2517 ,77.9296875
1701669321.2212121 ,2518 ,74.21875
1701669321.6449325 ,2519 ,68.359375
1701669336.2378623 ,2521 ,67.3828125
1701669338.4284468 ,2523 ,74.8046875
1701669342.4689584 ,2528 ,72.265625
1701669344.1335027 ,2530 ,69.53125
1701669352.814954  ,2538 ,70.5078125
1701669399.8289585 ,2565 ,76.953125
1701669400.496035  ,2566 ,71.6796875
1701669412.5370827 ,2577 ,72.4609375
1701669413.5071545 ,2578 ,72.265625
1701669433.0399947 ,2588 ,74.609375
1701669434.066345  ,2589 ,74.0234375
1701669438.9342003 ,2592 ,75.9765625
1701669443.2060952 ,2599 ,69.53125
1701669460.6639903 ,2606 ,72.65625
1701669474.4253507 ,2619 ,71.484375
1701669494.3473003 ,2627 ,73.828125
1701669495.438703  ,2628 ,72.8515625
1701669500.7205606 ,2635 ,74.4140625
1701669501.9441772 ,2638 ,77.734375
1701669502.6886544 ,2639 ,76.5625
1701669515.7495916 ,2640 ,72.8515625
1701669519.147276  ,2643 ,75.78125
1701669546.0868554 ,2662 ,74.609375
1701669554.6843574 ,2670 ,76.3671875
1701669555.7078288 ,2671 ,74.21875
1701669557.6667614 ,2674 ,77.1484375
1701669574.2039104 ,2681 ,73.828125
1701669577.168263  ,2684 ,74.8046875
1701669578.343209  ,2686 ,79.296875
1701669580.081525  ,2689 ,80.078125
1701669584.472996  ,2693 ,74.4140625
1701669604.4421327 ,2702 ,77.9296875
1701669608.2024002 ,2708 ,77.1484375
1701669615.355705  ,2713 ,74.21875
1701669617.6498725 ,2717 ,77.1484375
1701669619.3330567 ,2719 ,76.7578125
1701669639.0000446 ,2729 ,74.21875
1701669640.91892   ,2730 ,74.21875
1701669645.709279  ,2734 ,75.1953125
1701669650.8015704 ,2739 ,76.3671875
1701669663.979936  ,2740 ,77.1484375
1701669664.835718  ,2741 ,77.34375
1701669666.442349  ,2744 ,77.9296875
1701669676.151873  ,2753 ,75.78125
1701669676.8581972 ,2754 ,76.3671875
1701669677.3596168 ,2755 ,75.5859375
1701669693.035879  ,2760 ,77.5390625
1701669696.806497  ,2765 ,74.8046875
1701669698.6398284 ,2768 ,73.2421875
1701669703.7352464 ,2771 ,75.9765625
1701669705.827348  ,2773 ,79.4921875
1701669707.8849607 ,2775 ,78.3203125
1701669710.1995845 ,2778 ,75.78125
1701669729.4759512 ,2785 ,77.1484375
1701669738.3445091 ,2797 ,81.8359375
1701669740.314837  ,2799 ,78.7109375
1701669765.691138  ,2812 ,81.25
1701669766.4558194 ,2813 ,81.640625
1701669786.8160503 ,2824 ,79.4921875
1701669797.147635  ,2834 ,81.25
1701669801.6254501 ,2838 ,74.0234375
1701669817.749574  ,2844 ,76.3671875
1701669825.9771883 ,2851 ,79.296875
1701669826.4329965 ,2852 ,79.296875
1701669844.0884023 ,2861 ,80.859375
1701669845.2114892 ,2862 ,73.4375
1701669871.9485617 ,2881 ,82.421875
1701669872.665461  ,2882 ,79.6875
1701669882.5800936 ,2891 ,81.0546875
1701669883.8851895 ,2893 ,80.2734375
1701669884.6890376 ,2895 ,79.4921875
1701669903.390464  ,2903 ,81.0546875
1701669911.3434331 ,2911 ,80.46875
1701669915.5402706 ,2915 ,81.25
1701669918.1822457 ,2918 ,80.46875
1701669931.4602535 ,2920 ,80.859375
1701669932.2833364 ,2921 ,81.640625
1701669935.173712  ,2924 ,78.7109375
1701669941.8341706 ,2930 ,81.0546875
1701669945.136217  ,2934 ,81.640625
1701669945.6796124 ,2935 ,84.9609375
1701669969.0532784 ,2949 ,83.3984375
1701669970.914913  ,2952 ,75.390625
1701669972.9198647 ,2955 ,78.90625
1701669991.9646642 ,2962 ,84.375
1701669993.5832822 ,2965 ,83.3984375
1701669994.460347  ,2967 ,80.6640625
1701670002.735092  ,2973 ,78.90625
1701670005.5276883 ,2978 ,80.6640625
1701670022.9500046 ,2984 ,79.6875
1701670024.1611736 ,2986 ,79.6875
1701670035.3683176 ,2996 ,83.3984375
